"MTU (CET/CEST)","Day-ahead Price [EUR/MWh]","Currency","BZN|AT"
"04.01.2022 21:15 - 04.01.2022 21:30","169.90","EUR"
"04.01.2022 21:30 - 04.01.2022 21:45","139.91","EUR"
"04.01.2022 21:45 - 04.01.2022 22:00","67.88","EUR"
"04.01.2022 22:00 - 04.01.2022 22:15","179.98","EUR"
"04.01.2022 22:15 - 04.01.2022 22:30","169.90","EUR"
"04.01.2022 22:30 - 04.01.2022 22:45","115.47","EUR"
"04.01.2022 22:45 - 04.01.2022 23:00","66.21","EUR"
"04.01.2022 23:00 - 04.01.2022 23:15","179.96","EUR"
"04.01.2022 23:15 - 04.01.2022 23:30","139.98","EUR"
"04.01.2022 23:30 - 04.01.2022 23:45","70.09","EUR"
"04.01.2022 23:45 - 05.01.2022 00:00","35.27","EUR"
"05.01.2022 00:00 - 05.01.2022 00:15","159.01","EUR"
"05.01.2022 00:15 - 05.01.2022 00:30","119.98","EUR"
"05.01.2022 00:30 - 05.01.2022 00:45","76.28","EUR"
"05.01.2022 00:45 - 05.01.2022 01:00","68.37","EUR"
"05.01.2022 01:00 - 05.01.2022 01:15","150.00","EUR"
"05.01.2022 01:15 - 05.01.2022 01:30","75.58","EUR"
"05.01.2022 01:30 - 05.01.2022 01:45","59.95","EUR"
"05.01.2022 01:45 - 05.01.2022 02:00","59.54","EUR"
"05.01.2022 02:00 - 05.01.2022 02:15","119.92","EUR"
"05.01.2022 02:15 - 05.01.2022 02:30","69.96","EUR"
"05.01.2022 02:30 - 05.01.2022 02:45","90.22","EUR"
"05.01.2022 02:45 - 05.01.2022 03:00","54.93","EUR"
"05.01.2022 03:00 - 05.01.2022 03:15","64.93","EUR"
"05.01.2022 03:15 - 05.01.2022 03:30","64.92","EUR"
"05.01.2022 03:30 - 05.01.2022 03:45","64.97","EUR"
"05.01.2022 03:45 - 05.01.2022 04:00","64.97","EUR"
"05.01.2022 04:00 - 05.01.2022 04:15","44.53","EUR"
"05.01.2022 04:15 - 05.01.2022 04:30","47.14","EUR"
"05.01.2022 04:30 - 05.01.2022 04:45","51.72","EUR"
